640000,0.000000
704000,0.000000
768000,0.015625
832000,0.015625
896000,0.000000
960000,0.000000
1024000,0.000000
1088000,0.015625
1152000,0.000000
1216000,0.015625
1280000,0.015625
1344000,0.015625
1408000,0.015625
1472000,0.015625
1536000,0.031250
1600000,0.015625
1664000,0.031250
1728000,0.015625
1792000,0.015625
1856000,0.015625
1920000,0.031250
1984000,0.015625
2048000,0.031250
2112000,0.031250
2176000,0.031250
2240000,0.015625
2304000,0.031250
2368000,0.031250
2432000,0.031250
2496000,0.015625
2560000,0.031250
2624000,0.046875
2688000,0.046875
2752000,0.046875
2816000,0.062500
2880000,0.062500
2944000,0.062500
3008000,0.062500
3072000,0.046875
3136000,0.078125
3200000,0.062500
3264000,0.062500
3328000,0.046875
3392000,0.046875
3456000,0.046875
3520000,0.046875
3584000,0.062500
3648000,0.046875
3712000,0.046875
3776000,0.062500
