640000,0.000000
704000,0.015625
768000,0.015625
832000,0.000000
896000,0.015625
960000,0.015625
1024000,0.015625
1088000,0.015625
1152000,0.000000
1216000,0.015625
1280000,0.031250
1344000,0.015625
1408000,0.015625
1472000,0.015625
1536000,0.015625
1600000,0.015625
1664000,0.031250
1728000,0.015625
1792000,0.015625
1856000,0.015625
1920000,0.031250
1984000,0.031250
2048000,0.015625
2112000,0.015625
2176000,0.015625
2240000,0.031250
2304000,0.031250
2368000,0.031250
2432000,0.031250
2496000,0.015625
2560000,0.046875
2624000,0.046875
2688000,0.031250
2752000,0.031250
2816000,0.046875
2880000,0.046875
2944000,0.046875
3008000,0.031250
3072000,0.046875
3136000,0.046875
3200000,0.046875
3264000,0.046875
3328000,0.031250
3392000,0.046875
3456000,0.046875
3520000,0.046875
3584000,0.046875
3648000,0.031250
3712000,0.062500
3776000,0.062500
